10000016,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",45,3840,70,251,255,Tiny Bird Pokémon,40,1059860,0.3,40,Poppoポッポ,Pidgey,50,16,35,35,56,normal,flying,1.8,1,0
10000017,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",60,3840,70,349,120,Bird Pokémon,55,1059860,1.1,63,Pigeonピジョン,Pidgeotto,50,17,50,50,71,normal,flying,30,1,0
10000018,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",80,3840,70,579,45,Bird Pokémon,80,1059860,1.5,83,Pigeotピジョット,Pidgeot,50,18,135,80,121,normal,flying,39.5,1,0
10000019,"['Run Away', 'Guts', 'Hustle', 'Gluttony', 'Hustle', 'Thick Fat']",56,3840,70,253,255,Mouse Pokémon,35,1000000,0.3,30,Korattaコラッタ,Rattata,50,19,25,35,72,normal,dark,3.5,1,0
10000020,"['Run Away', 'Guts', 'Hustle', 'Gluttony', 'Hustle', 'Thick Fat']",71,3840,70,413,127,Mouse Pokémon,70,1000000,0.7,75,Rattaラッタ,Raticate,50,20,40,80,77,normal,dark,18.5,1,0
10000021,"['Keen Eye', 'Sniper']",60,3840,70,262,255,Tiny Bird Pokémon,30,1000000,0.3,40,Onisuzumeオニスズメ,Spearow,50,21,31,31,70,normal,flying,2,1,0
10000022,"['Keen Eye', 'Sniper']",90,3840,70,442,90,Beak Pokémon,65,1000000,1.2,65,Onidrillオニドリル,Fearow,50,22,61,61,100,normal,flying,38,1,0
10000023,"['Intimidate', 'Shed Skin', 'Unnerve']",60,5120,70,288,255,Snake Pokémon,44,1000000,2,35,Arboアーボ,Ekans,50,23,40,54,55,poison,50,6.9,1,0
10000024,"['Intimidate', 'Shed Skin', 'Unnerve']",95,5120,70,448,90,Cobra Pokémon,69,1000000,3.5,60,Arbokアーボック,Arbok,50,24,65,79,80,poison,50,65,1,0
10000025,"['Static', 'Lightningrod']",55,2560,70,320,190,Mouse Pokémon,40,1000000,0.4,35,Pikachuピカチュウ,Pikachu,50,25,50,50,90,electric,50,6,1,0
10000026,"['Static', 'Lightningrod', 'Surge Surfer']",85,2560,70,485,75,Mouse Pokémon,50,1000000,0.7,60,Raichuライチュウ,Raichu,50,26,95,85,110,electric,50,21,1,0
10000027,"['Sand Veil', 'Sand Rush', 'Snow Cloak', 'Slush Rush']",75,5120,70,300,255,Mouse Pokémon,90,1000000,0.6,50,Sandサンド,Sandshrew,50,27,10,35,40,ground,ice,12,1,0
10000028,"['Sand Veil', 'Sand Rush', 'Snow Cloak', 'Slush Rush']",100,5120,70,450,90,Mouse Pokémon,120,1000000,1,75,Sandpanサンドパン,Sandslash,50,28,25,65,65,ground,ice,29.5,1,0
10000029,"['Poison Point', 'Rivalry', 'Hustle']",47,5120,70,275,235,Poison Pin Pokémon,52,1059860,0.4,55,Nidoran?ニドラン♀,Nidoran♀,0,29,40,40,41,poison,50,7,1,0
10000030,"['Poison Point', 'Rivalry', 'Hustle']",62,5120,70,365,120,Poison Pin Pokémon,67,1059860,0.8,70,Nidorinaニドリーナ,Nidorina,0,30,55,55,56,poison,50,20,1,0
10000031,"['Poison Point', 'Rivalry', 'Sheer Force']",92,5120,70,505,45,Drill Pokémon,87,1059860,1.3,90,Nidoqueenニドクイン,Nidoqueen,0,31,75,85,76,poison,ground,60,1,0
10000032,"['Poison Point', 'Rivalry', 'Hustle']",57,5120,70,273,235,Poison Pin Pokémon,40,1059860,0.5,46,Nidoran?ニドラン♂,Nidoran♂,100,32,40,40,50,poison,50,9,1,0
10000033,"['Poison Point', 'Rivalry', 'Hustle']",72,5120,70,365,120,Poison Pin Pokémon,57,1059860,0.9,61,Nidorinoニドリーノ,Nidorino,100,33,55,55,65,poison,50,19.5,1,0
10000034,"['Poison Point', 'Rivalry', 'Sheer Force']",102,5120,70,505,45,Drill Pokémon,77,1059860,1.4,81,Nidokingニドキング,Nidoking,100,34,85,75,85,poison,ground,62,1,0
10000035,"['Cute Charm', 'Magic Guard', 'Friend Guard']",45,2560,140,323,150,Fairy Pokémon,48,800000,0.6,70,Pippiピッピ,Clefairy,24.6,35,60,65,35,fairy,50,7.5,1,0
10000036,"['Cute Charm', 'Magic Guard', 'Unaware']",70,2560,140,483,25,Fairy Pokémon,73,800000,1.3,95,Pixyピクシー,Clefable,24.6,36,95,90,60,fairy,50,40,1,0
10000037,"['Flash Fire', 'Drought', 'Snow Cloak', 'Snow Warning']",41,5120,70,299,190,Fox Pokémon,40,1000000,0.6,38,Rokonロコン,Vulpix,24.6,37,50,65,65,fire,ice,9.9,1,0
10000038,"['Flash Fire', 'Drought', 'Snow Cloak', 'Snow Warning']",67,5120,70,505,75,Fox Pokémon,75,1000000,1.1,73,Kyukonキュウコン,Ninetales,24.6,38,81,100,109,fire,ice,19.9,1,0
10000039,"['Cute Charm', 'Competitive', 'Friend Guard']",45,2560,70,270,170,Balloon Pokémon,20,800000,0.5,115,Purinプリン,Jigglypuff,24.6,39,45,25,20,normal,fairy,5.5,1,0
10000040,"['Cute Charm', 'Competitive', 'Frisk']",70,2560,70,435,50,Balloon Pokémon,45,800000,1,140,Pukurinプクリン,Wigglytuff,24.6,40,85,50,45,normal,fairy,12,1,0
10000041,"['Inner Focus', 'Infiltrator']",45,3840,70,245,255,Bat Pokémon,35,1000000,0.8,40,Zubatズバット,Zubat,50,41,30,40,55,poison,flying,7.5,1,0
10000042,"['Inner Focus', 'Infiltrator']",80,3840,70,455,90,Bat Pokémon,70,1000000,1.6,75,Golbatゴルバット,Golbat,50,42,65,75,90,poison,flying,55,1,0
10000043,"['Chlorophyll', 'Run Away']",50,5120,70,320,255,Weed Pokémon,55,1059860,0.5,45,Nazonokusaナゾノクサ,Oddish,50,43,75,65,30,grass,poison,5.4,1,0
10000044,"['Chlorophyll', 'Stench']",65,5120,70,395,120,Weed Pokémon,70,1059860,0.8,60,Kusaihanaクサイハナ,Gloom,50,44,85,75,40,grass,poison,8.6,1,0
10000045,"['Chlorophyll', 'Effect Spore']",80,5120,70,490,45,Flower Pokémon,85,1059860,1.2,75,Ruffresiaラフレシア,Vileplume,50,45,110,90,50,grass,poison,18.6,1,0
10000046,"['Effect Spore', 'Dry Skin', 'Damp']",70,5120,70,285,190,Mushroom Pokémon,55,1000000,0.3,35,Parasパラス,Paras,50,46,45,55,25,bug,grass,5.4,1,0
10000047,"['Effect Spore', 'Dry Skin', 'Damp']",95,5120,70,405,75,Mushroom Pokémon,80,1000000,1,60,Parasectパラセクト,Parasect,50,47,60,80,30,bug,grass,29.5,1,0
10000048,"['Compoundeyes', 'Tinted Lens', 'Run Away']",55,5120,70,305,190,Insect Pokémon,50,1000000,1,60,Kongpangコンパン,Venonat,50,48,40,55,45,bug,poison,30,1,0
10000049,"['Shield Dust', 'Tinted Lens', 'Wonder Skin ']",65,5120,70,450,75,Poison Moth Pokémon,60,1000000,1.5,70,Morphonモルフォン,Venomoth,50,49,90,75,90,bug,poison,12.5,1,0
10000050,"['Sand Veil', 'Arena Trap', 'Sand Force', 'Sand Veil', 'Tangling Hair', 'Sand Force']",55,5120,70,265,255,Mole Pokémon,30,1000000,0.2,10,Digdaディグダ,Diglett,50,50,35,45,90,ground,50,0.8,1,0
10000051,"['Sand Veil', 'Arena Trap', 'Sand Force', 'Sand Veil', 'Tangling Hair', 'Sand Force']",100,5120,70,425,50,Mole Pokémon,60,1000000,0.7,35,Dugtrioダグトリオ,Dugtrio,50,51,50,70,110,ground,50,33.3,1,0
10000052,"['Pickup', 'Technician', 'Unnerve', 'Pickup', 'Technician', 'Rattled']",35,5120,70,290,255,Scratch Cat Pokémon,35,1000000,0.4,40,Nyarthニャース,Meowth,50,52,50,40,90,normal,dark,4.2,1,0
10000053,"['Limber', 'Technician', 'Unnerve', 'Fur Coat', 'Technician', 'Rattled']",60,5120,70,440,90,Classy Cat Pokémon,60,1000000,1,65,Persianペルシアン,Persian,50,53,75,65,115,normal,dark,32,1,0
10000054,"['Damp', 'Cloud Nine', 'Swift Swim']",52,5120,70,320,190,Duck Pokémon,48,1000000,0.8,50,Koduckコダック,Psyduck,50,54,65,50,55,water,50,19.6,1,0
10000055,"['Damp', 'Cloud Nine', 'Swift Swim']",82,5120,70,500,75,Duck Pokémon,78,1000000,1.7,80,Golduckゴルダック,Golduck,50,55,95,80,85,water,50,76.6,1,0
10000056,"['Vital Spirit', 'Anger Point', 'Defiant']",80,5120,70,305,190,Pig Monkey Pokémon,35,1000000,0.5,40,Mankeyマンキー,Mankey,50,56,35,45,70,fighting,50,28,1,0
10000057,"['Vital Spirit', 'Anger Point', 'Defiant']",105,5120,70,455,75,Pig Monkey Pokémon,60,1000000,1,65,Okorizaruオコリザル,Primeape,50,57,60,70,95,fighting,50,32,1,0
10000058,"['Intimidate', 'Flash Fire', 'Justified']",70,5120,70,350,190,Puppy Pokémon,45,1250000,0.7,55,Gardieガーディ,Growlithe,75.4,58,70,50,60,fire,50,19,1,0
10000059,"['Intimidate', 'Flash Fire', 'Justified']",110,5120,70,555,75,Legendary Pokémon,80,1250000,1.9,90,Windieウインディ,Arcanine,75.4,59,100,80,95,fire,50,155,1,0
10000060,"['Water Absorb', 'Damp', 'Swift Swim']",50,5120,70,300,255,Tadpole Pokémon,40,1059860,0.6,40,Nyoromoニョロモ,Poliwag,50,60,40,40,90,water,50,12.4,1,0
10000061,"['Water Absorb', 'Damp', 'Swift Swim']",65,5120,70,385,120,Tadpole Pokémon,65,1059860,1,65,Nyorozoニョロゾ,Poliwhirl,50,61,50,50,90,water,50,20,1,0
10000062,"['Water Absorb', 'Damp', 'Swift Swim']",95,5120,70,510,45,Tadpole Pokémon,95,1059860,1.3,90,Nyorobonニョロボン,Poliwrath,50,62,70,90,70,water,fighting,54,1,0
10000063,"['Synchronize', 'Inner Focus', 'Magic Guard']",20,5120,70,310,200,Psi Pokémon,15,1059860,0.9,25,Caseyケーシィ,Abra,75.4,63,105,55,90,psychic,50,19.5,1,0
10000064,"['Synchronize', 'Inner Focus', 'Magic Guard']",35,5120,70,400,100,Psi Pokémon,30,1059860,1.3,40,Yungererユンゲラー,Kadabra,75.4,64,120,70,105,psychic,50,56.5,1,0
10000065,"['Synchronize', 'Inner Focus', 'Magic Guard']",50,5120,70,600,50,Psi Pokémon,65,1059860,1.5,55,Foodinフーディン,Alakazam,75.4,65,175,105,150,psychic,50,48,1,0
10000066,"['Guts', 'No Guard', 'Steadfast']",80,5120,70,305,180,Superpower Pokémon,50,1059860,0.8,70,Wanrikyワンリキー,Machop,75.4,66,35,35,35,fighting,50,19.5,1,0
10000067,"['Guts', 'No Guard', 'Steadfast']",100,5120,70,405,90,Superpower Pokémon,70,1059860,1.5,80,Gorikyゴーリキー,Machoke,75.4,67,50,60,45,fighting,50,70.5,1,0
10000068,"['Guts', 'No Guard', 'Steadfast']",130,5120,70,505,45,Superpower Pokémon,80,1059860,1.6,90,Kairikyカイリキー,Machamp,75.4,68,65,85,55,fighting,50,130,1,0
10000069,"['Chlorophyll', 'Gluttony']",75,5120,70,300,255,Flower Pokémon,35,1059860,0.7,50,Madatsubomiマダツボミ,Bellsprout,50,69,70,30,40,grass,poison,4,1,0
10000070,"['Chlorophyll', 'Gluttony']",90,5120,70,390,120,Flycatcher Pokémon,50,1059860,1,65,Utsudonウツドン,Weepinbell,50,70,85,45,55,grass,poison,6.4,1,0
10000071,"['Chlorophyll', 'Gluttony']",105,5120,70,490,45,Flycatcher Pokémon,65,1059860,1.7,80,Utsubotウツボット,Victreebel,50,71,100,70,70,grass,poison,15.5,1,0
10000072,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",40,5120,70,335,190,Jellyfish Pokémon,35,1250000,0.9,40,Menokurageメノクラゲ,Tentacool,50,72,50,100,70,water,poison,45.5,1,0
10000073,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",70,5120,70,515,60,Jellyfish Pokémon,65,1250000,1.6,80,Dokukurageドククラゲ,Tentacruel,50,73,80,120,100,water,poison,55,1,0
10000074,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",80,3840,70,300,255,Rock Pokémon,100,1059860,0.4,40,Isitsubuteイシツブテ,Geodude,50,74,30,30,20,rock,ground,20,1,0
10000075,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",95,3840,70,390,120,Rock Pokémon,115,1059860,1,55,Goloneゴローン,Graveler,50,75,45,45,35,rock,ground,105,1,0
10000076,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",120,3840,70,495,45,Megaton Pokémon,130,1059860,1.4,80,Golonyaゴローニャ,Golem,50,76,55,65,45,rock,ground,300,1,0
10000077,"['Run Away', 'Flash Fire', 'Flame Body']",85,5120,70,410,190,Fire Horse Pokémon,55,1000000,1,50,Ponytaポニータ,Ponyta,50,77,65,65,90,fire,50,30,1,0
10000078,"['Run Away', 'Flash Fire', 'Flame Body']",100,5120,70,500,60,Fire Horse Pokémon,70,1000000,1.7,65,Gallopギャロップ,Rapidash,50,78,80,80,105,fire,50,95,1,0
10000079,"['Oblivious', 'Own Tempo', 'Regenerator']",65,5120,70,315,190,Dopey Pokémon,65,1000000,1.2,90,Yadonヤドン,Slowpoke,50,79,40,40,15,water,psychic,36,1,0
10000080,"['Oblivious', 'Own Tempo', 'Regenerator']",75,5120,70,590,75,Hermit Crab Pokémon,180,1000000,1.6,95,Yadoranヤドラン,Slowbro,50,80,130,80,30,water,psychic,78.5,1,0
10000081,"['Magnet Pull', 'Sturdy', 'Analytic']",35,5120,70,325,190,Magnet Pokémon,70,1000000,0.3,25,Coilコイル,Magnemite,50,81,95,55,45,electric,steel,6,1,0
10000082,"['Magnet Pull', 'Sturdy', 'Analytic']",60,5120,70,465,60,Magnet Pokémon,95,1000000,1,50,Rarecoilレアコイル,Magneton,50,82,120,70,70,electric,steel,60,1,0
10000083,"['Keen Eye', 'Inner Focus', 'Defiant']",90,5120,70,377,45,Wild Duck Pokémon,55,1000000,0.8,52,Kamonegiカモネギ,Farfetch'd,50,83,58,62,60,normal,flying,15,1,0
10000084,"['Run Away', 'Early Bird', 'Tangled Feet']",85,5120,70,310,190,Twin Bird Pokémon,45,1000000,1.4,35,Dodoドードー,Doduo,50,84,35,35,75,normal,flying,39.2,1,0
10000085,"['Run Away', 'Early Bird', 'Tangled Feet']",110,5120,70,470,45,Triple Bird Pokémon,70,1000000,1.8,60,Dodorioドードリオ,Dodrio,50,85,60,60,110,normal,flying,85.2,1,0
10000086,"['Thick Fat', 'Hydration', 'Ice Body']",45,5120,70,325,190,Sea Lion Pokémon,55,1000000,1.1,65,Pawouパウワウ,Seel,50,86,45,70,45,water,50,90,1,0
10000087,"['Thick Fat', 'Hydration', 'Ice Body']",70,5120,70,475,75,Sea Lion Pokémon,80,1000000,1.7,90,Jugonジュゴン,Dewgong,50,87,70,95,70,water,ice,120,1,0
10000088,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",80,5120,70,325,190,Sludge Pokémon,50,1000000,0.7,80,Betbeterベトベター,Grimer,50,88,40,50,25,poison,50,30,1,0
10000089,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",105,5120,70,500,75,Sludge Pokémon,75,1000000,1,105,Betbetonベトベトン,Muk,50,89,65,100,50,poison,50,30,1,0
10000090,"['Shell Armor', 'Skill Link', 'Overcoat']",65,5120,70,305,190,Bivalve Pokémon,100,1250000,0.3,30,Shellderシェルダー,Shellder,50,90,45,25,40,water,50,4,1,0
10000091,"['Shell Armor', 'Skill Link', 'Overcoat']",95,5120,70,525,60,Bivalve Pokémon,180,1250000,1.5,50,Parshenパルシェン,Cloyster,50,91,85,45,70,water,ice,132.5,1,0
10000092,['Levitate'],35,5120,70,310,190,Gas Pokémon,30,1059860,1.3,30,Ghosゴース,Gastly,50,92,100,35,80,ghost,poison,0.1,1,0
10000093,['Levitate'],50,5120,70,405,90,Gas Pokémon,45,1059860,1.6,45,Ghostゴースト,Haunter,50,93,115,55,95,ghost,poison,0.1,1,0
10000094,['Cursed Body'],65,5120,70,600,45,Shadow Pokémon,80,1059860,1.5,60,Gangarゲンガー,Gengar,50,94,170,95,130,ghost,poison,40.5,1,0
10000095,"['Rock Head', 'Sturdy', 'Weak Armor']",45,6400,70,385,45,Rock Snake Pokémon,160,1000000,8.8,35,Iwarkイワーク,Onix,50,95,30,45,70,rock,ground,210,1,0
10000096,"['Insomnia', 'Forewarn', 'Inner Focus']",48,5120,70,328,190,Hypnosis Pokémon,45,1000000,1,60,Sleepeスリープ,Drowzee,50,96,43,90,42,psychic,50,32.4,1,0
10000097,"['Insomnia', 'Forewarn', 'Inner Focus']",73,5120,70,483,75,Hypnosis Pokémon,70,1000000,1.6,85,Sleeperスリーパー,Hypno,50,97,73,115,67,psychic,50,75.6,1,0
10000098,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",105,5120,70,325,225,River Crab Pokémon,90,1000000,0.4,30,Crabクラブ,Krabby,50,98,25,25,50,water,50,6.5,1,0
10000099,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",130,5120,70,475,60,Pincer Pokémon,115,1000000,1.3,55,Kinglerキングラー,Kingler,50,99,50,50,75,water,50,60,1,0
10000100,"['Soundproof', 'Static', 'Aftermath']",30,5120,70,330,190,Ball Pokémon,50,1000000,0.5,40,Biriridamaビリリダマ,Voltorb,50,100,55,55,100,electric,50,10.4,1,0
10000101,"['Soundproof', 'Static', 'Aftermath']",50,5120,70,490,60,Ball Pokémon,70,1000000,1.2,60,Marumineマルマイン,Electrode,50,101,80,80,150,electric,50,66.6,1,0
10000102,"['Chlorophyll', 'Harvest']",40,5120,70,325,90,Egg Pokémon,80,1250000,0.4,60,Tamatamaタマタマ,Exeggcute,50,102,60,45,40,grass,psychic,2.5,1,0
10000103,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",105,5120,70,530,45,Coconut Pokémon,85,1250000,2,95,Nassyナッシー,Exeggutor,50,103,125,75,45,grass,psychic,120,1,0
10000104,"['Rock Head', 'Lightningrod', 'Battle Armor']",50,5120,70,320,190,Lonely Pokémon,95,1000000,0.4,50,Karakaraカラカラ,Cubone,50,104,40,50,35,ground,50,6.5,1,0
10000105,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",80,5120,70,425,75,Bone Keeper Pokémon,110,1000000,1,60,Garagaraガラガラ,Marowak,50,105,50,80,45,ground,fire,34,1,0
10000106,"['Limber', 'Reckless', 'Unburden']",120,6400,70,455,45,Kicking Pokémon,53,1000000,1.5,50,Sawamularサワムラー,Hitmonlee,100,106,35,110,87,fighting,50,49.8,1,0
10000107,"['Keen Eye', 'Iron Fist', 'Inner Focus']",105,6400,70,455,45,Punching Pokémon,79,1000000,1.4,50,Ebiwalarエビワラー,Hitmonchan,100,107,35,110,76,fighting,50,50.2,1,0
10000108,"['Own Tempo', 'Oblivious', 'Cloud Nine']",55,5120,70,385,45,Licking Pokémon,75,1000000,1.2,90,Beroringaベロリンガ,Lickitung,50,108,60,75,30,normal,50,65.5,1,0
10000109,['Levitate'],65,5120,70,340,190,Poison Gas Pokémon,95,1000000,0.6,40,Dogarsドガース,Koffing,50,109,60,45,35,poison,50,1,1,0
10000110,['Levitate'],90,5120,70,490,60,Poison Gas Pokémon,120,1000000,1.2,65,Matadogasマタドガス,Weezing,50,110,85,70,60,poison,50,9.5,1,0
10000111,"['Lightningrod', 'Rock Head', 'Reckless']",85,5120,70,345,120,Spikes Pokémon,95,1250000,1,80,Sihornサイホーン,Rhyhorn,50,111,30,30,25,ground,rock,115,1,0
10000112,"['Lightningrod', 'Rock Head', 'Reckless']",130,5120,70,485,60,Drill Pokémon,120,1250000,1.9,105,Sidonサイドン,Rhydon,50,112,45,45,40,ground,rock,120,1,0
10000113,"['Natural Cure', 'Serene Grace', 'Healer']",5,10240,140,450,30,Egg Pokémon,5,800000,1.1,250,Luckyラッキー,Chansey,0,113,35,105,50,normal,50,34.6,1,0
10000114,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",55,5120,70,435,45,Vine Pokémon,115,1000000,1,65,Monjaraモンジャラ,Tangela,50,114,100,40,60,grass,50,35,1,0
10000115,"['Early Bird', 'Scrappy', 'Inner Focus']",125,5120,70,590,45,Parent Pokémon,100,1000000,2.2,105,Garuraガルーラ,Kangaskhan,0,115,60,100,100,normal,50,80,1,0
10000116,"['Swift Swim', 'Sniper', 'Damp']",40,5120,70,295,225,Dragon Pokémon,70,1000000,0.4,30,Tattuタッツー,Horsea,50,116,70,25,60,water,50,8,1,0
10000117,"['Poison Point', 'Sniper', 'Damp']",65,5120,70,440,75,Dragon Pokémon,95,1000000,1.2,55,Seadraシードラ,Seadra,50,117,95,45,85,water,50,25,1,0
10000118,"['Swift Swim', 'Water Veil', 'Lightningrod']",67,5120,70,320,225,Goldfish Pokémon,60,1000000,0.6,45,Tosakintoトサキント,Goldeen,50,118,35,50,63,water,50,15,1,0
10000119,"['Swift Swim', 'Water Veil', 'Lightningrod']",92,5120,70,450,60,Goldfish Pokémon,65,1000000,1.3,80,Azumaoアズマオウ,Seaking,50,119,65,80,68,water,50,39,1,0
10000120,"['Illuminate', 'Natural Cure', 'Analytic']",45,5120,70,340,225,Starshape Pokémon,55,1250000,0.8,30,Hitodemanヒトデマン,Staryu,50,120,70,55,85,water,50,34.5,1,0
10000121,"['Illuminate', 'Natural Cure', 'Analytic']",75,5120,70,520,60,Mysterious Pokémon,85,1250000,1.1,60,Starmieスターミー,Starmie,50,121,100,85,115,water,psychic,80,1,0
10000122,"['Soundproof', 'Filter', 'Technician']",45,6400,70,460,45,Barrier Pokémon,65,1000000,1.3,40,Barrierdバリヤード,Mr. Mime,50,122,100,120,90,psychic,fairy,54.5,1,0
10000123,"['Swarm', 'Technician', 'Steadfast']",110,6400,70,500,45,Mantis Pokémon,80,1000000,1.5,70,Strikeストライク,Scyther,50,123,55,80,105,bug,flying,56,1,0
10000124,"['Oblivious', 'Forewarn', 'Dry Skin']",50,6400,70,455,45,Humanshape Pokémon,35,1000000,1.4,65,Rougelaルージュラ,Jynx,0,124,115,95,95,ice,psychic,40.6,1,0
10000125,"['Static', 'Vital Spirit']",83,6400,70,490,45,Electric Pokémon,57,1000000,1.1,65,Elebooエレブー,Electabuzz,75.4,125,95,85,105,electric,50,30,1,0
10000126,"['Flame Body', 'Vital Spirit']",95,6400,70,495,45,Spitfire Pokémon,57,1000000,1.3,65,Booberブーバー,Magmar,75.4,126,100,85,93,fire,50,44.5,1,0
10000127,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",155,6400,70,600,45,Stagbeetle Pokémon,120,1250000,1.5,65,Kailiosカイロス,Pinsir,50,127,65,90,105,bug,50,55,1,0
10000128,"['Intimidate', 'Anger Point', 'Sheer Force']",100,5120,70,490,45,Wild Bull Pokémon,95,1250000,1.4,75,Kentaurosケンタロス,Tauros,100,128,40,70,110,normal,50,88.4,1,0
10000129,"['Swift Swim', 'Rattled']",10,1280,70,200,255,Fish Pokémon,55,1250000,0.9,20,Koikingコイキング,Magikarp,50,129,15,20,80,water,50,10,1,0
10000130,"['Intimidate', 'Moxie']",155,1280,70,640,45,Atrocious Pokémon,109,1250000,6.5,95,Gyaradosギャラドス,Gyarados,50,130,70,130,81,water,flying,235,1,0
10000131,"['Water Absorb', 'Shell Armor', 'Hydration']",85,10240,70,535,45,Transport Pokémon,80,1250000,2.5,130,Laplaceラプラス,Lapras,50,131,85,95,60,water,ice,220,1,0
10000132,"['Limber', 'Imposter']",48,5120,70,288,35,Transform Pokémon,48,1000000,0.3,48,Metamonメタモン,Ditto,50,132,48,48,48,normal,50,4,1,0
10000133,"['Run Away', 'Adaptability', 'Anticipation']",55,8960,70,325,45,Evolution Pokémon,50,1000000,0.3,55,Eievuiイーブイ,Eevee,88.1,133,45,65,55,normal,50,6.5,1,0
10000134,"['Water Absorb', 'Hydration']",65,8960,70,525,45,Bubble Jet Pokémon,60,1000000,1,130,Showersシャワーズ,Vaporeon,88.1,134,110,95,65,water,50,29,1,0
10000135,"['Volt Absorb', 'Quick Feet']",65,8960,70,525,45,Lightning Pokémon,60,1000000,0.8,65,Thundersサンダース,Jolteon,88.1,135,110,95,130,electric,50,24.5,1,0
10000136,"['Flash Fire', 'Guts']",130,8960,70,525,45,Flame Pokémon,60,1000000,0.9,65,Boosterブースター,Flareon,88.1,136,95,110,65,fire,50,25,1,0
10000137,"['Trace', 'Download', 'Analytic']",60,5120,70,395,45,Virtual Pokémon,70,1000000,0.8,65,Porygonポリゴン,Porygon,50,137,85,75,40,normal,50,36.5,1,0
10000138,"['Swift Swim', 'Shell Armor', 'Weak Armor']",40,7680,70,355,45,Spiral Pokémon,100,1000000,0.4,35,Omniteオムナイト,Omanyte,88.1,138,90,55,35,rock,water,7.5,1,0
